#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-04-03T20:01:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ac3dc3b1b7c5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+AS/130/65&tab:{J/A+AS/130/65/lcb98cor}&key:source=J/A+AS/130/65/lcb98cor&HTTPPRM:&
#-source=J/A+AS/130/65/lcb98cor
#-order=I
#-out=Teff
#-out=logg
#-out=[Fe/H]
#-out=U-B
#-out=B-V
#-out=V-R
#-out=V-I
#-out=V-K
#-out=R-I
#-out=J-H
#-out=J-K
#-out=J-L
#

#RESOURCE=yCat_41300065
#Name: J/A+AS/130/65
#Title: A standard stellar library. II. (Lejeune+ 1998)
#Table	J_A_AS_130_65_lcb98cor:
#Name: J/A+AS/130/65/lcb98cor
#Title: All files lcb98*.cor: Synthetic colors from corrected Stellar Energy Distributions (SEDS)
#Column	Teff	(F6)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F6.2)	Surface gravity	[ucd=phys.gravity]
#Column	[Fe/H]	(F4.1)	Metallicity	[ucd=phys.abund.Fe]
#Column	U-B	(F7.3)	(U-B) colour (energy-weighted)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F7.3)	(B-V) colour (energy-weighted)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F7.3)	(V-R) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F7.3)	(V-I) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	V-K	(F7.3)	(V-K) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	R-I	(F7.3)	(R-I) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
#Column	J-H	(F7.3)	(J-H) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.H]
#Column	J-K	(F7.3)	(J-K) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.K]
#Column	J-L	(F7.3)	(J-L) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
Teff;logg;[Fe/H];U-B;B-V;V-R;V-I;V-K;R-I;J-H;J-K;J-L
  5250;  2.50;-4.0; -0.144;  0.600;  0.408;  0.840;  1.969;  0.431;  0.450;  0.546;  0.640
  5250;  3.00;-4.0; -0.177;  0.600;  0.409;  0.842;  1.972;  0.433;  0.448;  0.547;  0.645
  5250;  3.50;-4.0; -0.199;  0.603;  0.411;  0.845;  1.972;  0.434;  0.444;  0.547;  0.647
  5250;  4.00;-4.0; -0.212;  0.607;  0.413;  0.848;  1.970;  0.436;  0.438;  0.544;  0.649
  5250;  4.50;-4.0; -0.214;  0.614;  0.415;  0.852;  1.964;  0.437;  0.428;  0.539;  0.649
  5250;  5.00;-4.0; -0.208;  0.626;  0.418;  0.857;  1.954;  0.439;  0.414;  0.531;  0.649
  5500;  0.00;-4.0;  0.111;  0.540;  0.369;  0.761;  1.693;  0.392;  0.352;  0.438;  0.539
  5500;  0.50;-4.0;  0.045;  0.527;  0.368;  0.762;  1.719;  0.393;  0.373;  0.456;  0.547
  5500;  1.00;-4.0; -0.023;  0.520;  0.369;  0.764;  1.738;  0.395;  0.387;  0.468;  0.555
  5500;  1.50;-4.0; -0.086;  0.516;  0.371;  0.769;  1.755;  0.398;  0.396;  0.477;  0.563
  5500;  2.00;-4.0; -0.142;  0.517;  0.373;  0.773;  1.768;  0.401;  0.402;  0.484;  0.570
  5500;  2.50;-4.0; -0.189;  0.520;  0.375;  0.779;  1.780;  0.404;  0.406;  0.489;  0.576
  5500;  3.00;-4.0; -0.227;  0.523;  0.377;  0.783;  1.788;  0.406;  0.407;  0.492;  0.580
  5500;  3.50;-4.0; -0.255;  0.527;  0.379;  0.787;  1.793;  0.408;  0.407;  0.493;  0.584
  5500;  4.00;-4.0; -0.275;  0.531;  0.381;  0.791;  1.796;  0.410;  0.405;  0.493;  0.586
  5500;  4.50;-4.0; -0.285;  0.538;  0.383;  0.795;  1.794;  0.412;  0.399;  0.490;  0.587
  5500;  5.00;-4.0; -0.288;  0.546;  0.386;  0.800;  1.789;  0.414;  0.390;  0.486;  0.587
  5750;  0.00;-4.0;  0.092;  0.398;  0.297;  0.633;  1.457;  0.336;  0.307;  0.372;  0.467
  5750;  0.50;-4.0;  0.010;  0.438;  0.318;  0.666;  1.499;  0.348;  0.316;  0.385;  0.477
  5750;  1.00;-4.0; -0.047;  0.439;  0.321;  0.673;  1.524;  0.352;  0.331;  0.398;  0.484
  5750;  1.50;-4.0; -0.105;  0.441;  0.325;  0.681;  1.547;  0.356;  0.343;  0.409;  0.490
  5750;  2.00;-4.0; -0.161;  0.447;  0.329;  0.689;  1.567;  0.360;  0.352;  0.417;  0.497
  5750;  2.50;-4.0; -0.212;  0.453;  0.333;  0.697;  1.583;  0.364;  0.358;  0.424;  0.503
  5750;  3.00;-4.0; -0.255;  0.459;  0.336;  0.703;  1.597;  0.367;  0.363;  0.429;  0.508
  5750;  3.50;-4.0; -0.291;  0.465;  0.338;  0.709;  1.607;  0.370;  0.366;  0.432;  0.512
  5750;  4.00;-4.0; -0.319;  0.471;  0.341;  0.713;  1.613;  0.373;  0.367;  0.434;  0.515
  5750;  4.50;-4.0; -0.338;  0.477;  0.343;  0.718;  1.615;  0.375;  0.365;  0.433;  0.517
  5750;  5.00;-4.0; -0.349;  0.485;  0.345;  0.722;  1.614;  0.377;  0.360;  0.431;  0.518
  6000;  0.00;-4.0;  0.109;  0.307;  0.239;  0.522;  1.291;  0.283;  0.271;  0.331;  0.424
  6000;  0.50;-4.0;  0.062;  0.326;  0.252;  0.545;  1.332;  0.292;  0.287;  0.344;  0.430
  6000;  1.00;-4.0; -0.021;  0.376;  0.277;  0.585;  1.374;  0.308;  0.289;  0.354;  0.441
  6000;  1.50;-4.0; -0.073;  0.387;  0.283;  0.597;  1.403;  0.313;  0.303;  0.366;  0.446
  6000;  2.00;-4.0; -0.126;  0.396;  0.289;  0.608;  1.427;  0.319;  0.314;  0.376;  0.452
  6000;  2.50;-4.0; -0.178;  0.406;  0.295;  0.618;  1.449;  0.323;  0.323;  0.384;  0.458
  6000;  3.00;-4.0; -0.226;  0.416;  0.299;  0.627;  1.467;  0.328;  0.330;  0.390;  0.463
  6000;  3.50;-4.0; -0.269;  0.424;  0.302;  0.634;  1.482;  0.332;  0.335;  0.395;  0.468
  6000;  4.00;-4.0; -0.305;  0.430;  0.305;  0.640;  1.493;  0.335;  0.340;  0.399;  0.471
  6000;  4.50;-4.0; -0.333;  0.437;  0.307;  0.646;  1.500;  0.338;  0.341;  0.401;  0.474
  6000;  5.00;-4.0; -0.353;  0.445;  0.310;  0.651;  1.502;  0.341;  0.340;  0.400;  0.476
  6250;  0.50;-4.0;  0.107;  0.254;  0.201;  0.444;  1.121;  0.243;  0.241;  0.290;  0.369
  6250;  1.00;-4.0;  0.057;  0.285;  0.218;  0.473;  1.160;  0.255;  0.250;  0.300;  0.376
  6250;  1.50;-4.0; -0.024;  0.337;  0.243;  0.516;  1.203;  0.272;  0.252;  0.309;  0.387
  6250;  2.00;-4.0; -0.075;  0.354;  0.251;  0.530;  1.232;  0.279;  0.265;  0.320;  0.390
  6250;  2.50;-4.0; -0.126;  0.367;  0.258;  0.543;  1.258;  0.285;  0.275;  0.328;  0.396
  6250;  3.00;-4.0; -0.178;  0.379;  0.265;  0.555;  1.281;  0.291;  0.284;  0.336;  0.401
  6250;  3.50;-4.0; -0.226;  0.389;  0.269;  0.565;  1.301;  0.296;  0.292;  0.343;  0.406
  6250;  4.00;-4.0; -0.269;  0.398;  0.273;  0.574;  1.316;  0.300;  0.299;  0.348;  0.410
  6250;  4.50;-4.0; -0.306;  0.405;  0.276;  0.580;  1.328;  0.304;  0.304;  0.352;  0.414
  6250;  5.00;-4.0; -0.335;  0.413;  0.278;  0.586;  1.334;  0.307;  0.305;  0.353;  0.416
  6500;  0.50;-4.0;  0.132;  0.177;  0.154;  0.351;  0.912;  0.198;  0.192;  0.231;  0.304
  6500;  1.00;-4.0;  0.103;  0.216;  0.169;  0.376;  0.949;  0.208;  0.202;  0.241;  0.308
  6500;  1.50;-4.0;  0.054;  0.251;  0.187;  0.408;  0.987;  0.221;  0.208;  0.250;  0.316
  6500;  2.00;-4.0; -0.031;  0.305;  0.213;  0.453;  1.033;  0.240;  0.211;  0.260;  0.326
  6500;  2.50;-4.0; -0.084;  0.326;  0.223;  0.471;  1.064;  0.248;  0.223;  0.269;  0.329
  6500;  3.00;-4.0; -0.137;  0.341;  0.231;  0.485;  1.090;  0.255;  0.233;  0.278;  0.334
  6500;  3.50;-4.0; -0.189;  0.353;  0.237;  0.499;  1.115;  0.262;  0.243;  0.286;  0.339
  6500;  4.00;-4.0; -0.239;  0.364;  0.242;  0.509;  1.136;  0.267;  0.252;  0.292;  0.344
  6500;  4.50;-4.0; -0.283;  0.373;  0.246;  0.518;  1.152;  0.272;  0.259;  0.297;  0.348
  6500;  5.00;-4.0; -0.321;  0.381;  0.249;  0.526;  1.163;  0.276;  0.264;  0.301;  0.351
  6750;  0.50;-4.0;  0.150;  0.120;  0.113;  0.275;  0.722;  0.162;  0.144;  0.178;  0.253
  6750;  1.00;-4.0;  0.147;  0.148;  0.127;  0.299;  0.762;  0.172;  0.156;  0.189;  0.253
  6750;  1.50;-4.0;  0.113;  0.191;  0.143;  0.327;  0.798;  0.183;  0.163;  0.198;  0.258
  6750;  2.00;-4.0;  0.060;  0.230;  0.163;  0.361;  0.836;  0.198;  0.167;  0.205;  0.266
  6750;  2.50;-4.0; -0.027;  0.282;  0.188;  0.406;  0.884;  0.218;  0.173;  0.216;  0.274
  6750;  3.00;-4.0; -0.083;  0.304;  0.199;  0.426;  0.915;  0.227;  0.184;  0.225;  0.277
  6750;  3.50;-4.0; -0.137;  0.319;  0.207;  0.442;  0.943;  0.235;  0.195;  0.233;  0.282
  6750;  4.00;-4.0; -0.192;  0.333;  0.214;  0.456;  0.968;  0.242;  0.205;  0.241;  0.287
  6750;  4.50;-4.0; -0.243;  0.343;  0.220;  0.468;  0.990;  0.248;  0.215;  0.247;  0.292
  6750;  5.00;-4.0; -0.290;  0.352;  0.224;  0.477;  1.006;  0.254;  0.221;  0.251;  0.296
  7000;  0.50;-4.0;  0.133;  0.076;  0.075;  0.200;  0.579;  0.125;  0.113;  0.142;  0.216
  7000;  1.00;-4.0;  0.150;  0.089;  0.085;  0.218;  0.616;  0.133;  0.123;  0.151;  0.216
  7000;  1.50;-4.0;  0.144;  0.122;  0.100;  0.243;  0.652;  0.144;  0.132;  0.159;  0.216
  7000;  2.00;-4.0;  0.105;  0.168;  0.117;  0.274;  0.689;  0.157;  0.137;  0.168;  0.222
  7000;  2.50;-4.0;  0.041;  0.210;  0.139;  0.312;  0.730;  0.174;  0.141;  0.176;  0.232
  7000;  3.00;-4.0; -0.045;  0.258;  0.162;  0.355;  0.777;  0.193;  0.149;  0.186;  0.237
  7000;  3.50;-4.0; -0.103;  0.279;  0.173;  0.375;  0.809;  0.202;  0.161;  0.195;  0.240
  7000;  4.00;-4.0; -0.161;  0.295;  0.181;  0.392;  0.837;  0.211;  0.172;  0.203;  0.245
  7000;  4.50;-4.0; -0.219;  0.308;  0.189;  0.407;  0.864;  0.219;  0.183;  0.210;  0.251
  7000;  5.00;-4.0; -0.273;  0.319;  0.194;  0.420;  0.885;  0.226;  0.192;  0.216;  0.255
  7250;  1.00;-4.0;  0.176;  0.058;  0.048;  0.146;  0.516;  0.098;  0.107;  0.129;  0.195
  7250;  1.50;-4.0;  0.192;  0.077;  0.059;  0.165;  0.548;  0.106;  0.114;  0.136;  0.195
  7250;  2.00;-4.0;  0.181;  0.113;  0.074;  0.192;  0.582;  0.118;  0.121;  0.144;  0.196
  7250;  2.50;-4.0;  0.134;  0.161;  0.093;  0.226;  0.621;  0.133;  0.126;  0.153;  0.203
  7250;  3.00;-4.0;  0.062;  0.204;  0.115;  0.267;  0.666;  0.152;  0.131;  0.162;  0.213
  7250;  3.50;-4.0; -0.020;  0.245;  0.136;  0.305;  0.709;  0.169;  0.141;  0.171;  0.216
  7250;  4.00;-4.0; -0.083;  0.266;  0.147;  0.327;  0.742;  0.180;  0.153;  0.180;  0.219
  7250;  4.50;-4.0; -0.144;  0.281;  0.155;  0.345;  0.771;  0.189;  0.164;  0.187;  0.224
  7250;  5.00;-4.0; -0.204;  0.294;  0.163;  0.360;  0.797;  0.198;  0.175;  0.194;  0.231
  7500;  1.00;-4.0;  0.171;  0.036;  0.032;  0.118;  0.438;  0.085;  0.091;  0.109;  0.173
  7500;  1.50;-4.0;  0.204;  0.046;  0.039;  0.130;  0.463;  0.091;  0.096;  0.115;  0.172
  7500;  2.00;-4.0;  0.216;  0.070;  0.050;  0.150;  0.493;  0.101;  0.101;  0.121;  0.172
  7500;  2.50;-4.0;  0.199;  0.110;  0.066;  0.179;  0.527;  0.113;  0.107;  0.129;  0.173
  7500;  3.00;-4.0;  0.143;  0.158;  0.086;  0.216;  0.568;  0.130;  0.113;  0.138;  0.181
  7500;  3.50;-4.0;  0.061;  0.200;  0.109;  0.259;  0.614;  0.150;  0.119;  0.148;  0.191
  7500;  4.00;-4.0; -0.016;  0.235;  0.126;  0.291;  0.654;  0.166;  0.131;  0.156;  0.191
  7500;  4.50;-4.0; -0.081;  0.254;  0.137;  0.314;  0.687;  0.177;  0.143;  0.164;  0.196
  7500;  5.00;-4.0; -0.146;  0.270;  0.145;  0.333;  0.717;  0.187;  0.155;  0.172;  0.202
  7750;  1.50;-4.0;  0.155;  0.013;  0.033;  0.120;  0.399;  0.087;  0.079;  0.097;  0.155
  7750;  2.00;-4.0;  0.185;  0.032;  0.040;  0.134;  0.422;  0.093;  0.082;  0.101;  0.155
  7750;  2.50;-4.0;  0.192;  0.060;  0.051;  0.154;  0.450;  0.103;  0.086;  0.108;  0.156
  7750;  3.00;-4.0;  0.165;  0.102;  0.068;  0.185;  0.484;  0.117;  0.092;  0.114;  0.157
  7750;  3.50;-4.0;  0.095;  0.149;  0.088;  0.224;  0.527;  0.136;  0.099;  0.125;  0.164
  7750;  4.00;-4.0;  0.006;  0.191;  0.111;  0.267;  0.573;  0.156;  0.107;  0.133;  0.170
  7750;  4.50;-4.0; -0.067;  0.219;  0.125;  0.295;  0.609;  0.170;  0.119;  0.141;  0.173
  7750;  5.00;-4.0; -0.136;  0.237;  0.135;  0.317;  0.642;  0.182;  0.132;  0.149;  0.179
  8000;  1.50;-4.0;  0.094; -0.009;  0.021;  0.090;  0.342;  0.069;  0.068;  0.081;  0.135
  8000;  2.00;-4.0;  0.139;  0.000;  0.024;  0.096;  0.356;  0.072;  0.068;  0.084;  0.133
  8000;  2.50;-4.0;  0.162;  0.024;  0.031;  0.111;  0.377;  0.080;  0.071;  0.088;  0.134
  8000;  3.00;-4.0;  0.162;  0.055;  0.042;  0.133;  0.404;  0.091;  0.075;  0.094;  0.136
  8000;  3.50;-4.0;  0.122;  0.100;  0.059;  0.165;  0.439;  0.106;  0.081;  0.100;  0.135
  8000;  4.00;-4.0;  0.037;  0.146;  0.081;  0.207;  0.483;  0.126;  0.089;  0.110;  0.140
  8000;  4.50;-4.0; -0.053;  0.184;  0.101;  0.246;  0.525;  0.145;  0.098;  0.118;  0.147
  8000;  5.00;-4.0; -0.124;  0.207;  0.113;  0.271;  0.560;  0.158;  0.112;  0.126;  0.151
  8250;  1.50;-4.0;  0.010; -0.022;  0.014;  0.065;  0.299;  0.051;  0.066;  0.070;  0.117
  8250;  2.00;-4.0;  0.070; -0.023;  0.011;  0.061;  0.304;  0.050;  0.063;  0.071;  0.114
  8250;  2.50;-4.0;  0.109; -0.005;  0.015;  0.069;  0.317;  0.054;  0.063;  0.074;  0.113
  8250;  3.00;-4.0;  0.125;  0.023;  0.023;  0.085;  0.337;  0.062;  0.064;  0.078;  0.113
  8250;  3.50;-4.0;  0.115;  0.057;  0.034;  0.108;  0.363;  0.074;  0.069;  0.083;  0.115
  8250;  4.00;-4.0;  0.057;  0.104;  0.052;  0.143;  0.398;  0.091;  0.076;  0.089;  0.114
  8250;  4.50;-4.0; -0.039;  0.147;  0.074;  0.185;  0.442;  0.111;  0.085;  0.098;  0.118
  8250;  5.00;-4.0; -0.124;  0.178;  0.090;  0.218;  0.480;  0.128;  0.096;  0.106;  0.124
  8500;  1.50;-4.0; -0.062; -0.020;  0.022;  0.075;  0.263;  0.053;  0.058;  0.057;  0.096
  8500;  2.00;-4.0;  0.009; -0.034;  0.013;  0.059;  0.257;  0.046;  0.054;  0.055;  0.091
  8500;  2.50;-4.0;  0.060; -0.023;  0.013;  0.060;  0.262;  0.046;  0.051;  0.056;  0.088
  8500;  3.00;-4.0;  0.090;  0.001;  0.018;  0.070;  0.275;  0.052;  0.051;  0.059;  0.088
  8500;  3.50;-4.0;  0.097;  0.032;  0.026;  0.088;  0.295;  0.062;  0.053;  0.063;  0.088
  8500;  4.00;-4.0;  0.073;  0.070;  0.038;  0.112;  0.320;  0.074;  0.057;  0.067;  0.089
  8500;  4.50;-4.0; -0.004;  0.117;  0.057;  0.149;  0.355;  0.092;  0.065;  0.072;  0.086
  8500;  5.00;-4.0; -0.103;  0.156;  0.077;  0.188;  0.396;  0.112;  0.075;  0.081;  0.091
  8750;  1.50;-4.0; -0.129; -0.017;  0.033;  0.094;  0.222;  0.061;  0.046;  0.041;  0.076
  8750;  2.00;-4.0; -0.050; -0.040;  0.019;  0.069;  0.205;  0.050;  0.040;  0.038;  0.068
  8750;  2.50;-4.0;  0.009; -0.035;  0.016;  0.063;  0.204;  0.048;  0.036;  0.037;  0.064
  8750;  3.00;-4.0;  0.051; -0.016;  0.018;  0.068;  0.210;  0.050;  0.034;  0.038;  0.063
  8750;  3.50;-4.0;  0.071;  0.013;  0.023;  0.080;  0.223;  0.057;  0.034;  0.041;  0.062
  8750;  4.00;-4.0;  0.066;  0.047;  0.031;  0.098;  0.243;  0.067;  0.036;  0.045;  0.063
  8750;  4.50;-4.0;  0.024;  0.089;  0.044;  0.124;  0.266;  0.080;  0.041;  0.048;  0.062
  8750;  5.00;-4.0; -0.069;  0.133;  0.063;  0.162;  0.301;  0.099;  0.051;  0.053;  0.059
  9000;  1.50;-4.0; -0.189; -0.018;  0.034;  0.091;  0.175;  0.057;  0.037;  0.028;  0.058
  9000;  2.00;-4.0; -0.106; -0.046;  0.017;  0.060;  0.151;  0.043;  0.030;  0.022;  0.047
  9000;  2.50;-4.0; -0.044; -0.048;  0.011;  0.049;  0.144;  0.038;  0.025;  0.021;  0.043
  9000;  3.00;-4.0;  0.006; -0.033;  0.010;  0.048;  0.145;  0.038;  0.021;  0.021;  0.041
  9000;  3.50;-4.0;  0.037; -0.007;  0.013;  0.055;  0.151;  0.042;  0.019;  0.023;  0.040
  9000;  4.00;-4.0;  0.046;  0.025;  0.019;  0.068;  0.164;  0.050;  0.020;  0.025;  0.040
  9000;  4.50;-4.0;  0.027;  0.061;  0.027;  0.088;  0.184;  0.061;  0.025;  0.030;  0.041
  9000;  5.00;-4.0; -0.019;  0.098;  0.037;  0.112;  0.210;  0.075;  0.033;  0.035;  0.044
  9250;  2.00;-4.0; -0.156; -0.050;  0.006;  0.024;  0.107;  0.019;  0.030;  0.018;  0.039
  9250;  2.50;-4.0; -0.091; -0.056; -0.002;  0.009;  0.096;  0.012;  0.024;  0.016;  0.033
  9250;  3.00;-4.0; -0.038; -0.046; -0.005;  0.005;  0.092;  0.010;  0.019;  0.016;  0.031
  9250;  3.50;-4.0;  0.000; -0.024; -0.004;  0.008;  0.095;  0.012;  0.016;  0.016;  0.029
  9250;  4.00;-4.0;  0.019;  0.006; -0.001;  0.017;  0.102;  0.018;  0.016;  0.018;  0.028
  9250;  4.50;-4.0;  0.012;  0.041;  0.005;  0.032;  0.115;  0.027;  0.018;  0.021;  0.029
  9250;  5.00;-4.0; -0.022;  0.079;  0.013;  0.052;  0.135;  0.039;  0.024;  0.025;  0.030
  9500;  2.00;-4.0; -0.190; -0.052;  0.002;  0.010;  0.056;  0.008;  0.027;  0.013;  0.027
  9500;  2.50;-4.0; -0.126; -0.061; -0.008; -0.007;  0.043;  0.000;  0.020;  0.009;  0.021
  9500;  3.00;-4.0; -0.072; -0.054; -0.012; -0.015;  0.037; -0.003;  0.015;  0.008;  0.018
  9500;  3.50;-4.0; -0.029; -0.036; -0.012; -0.015;  0.035; -0.003;  0.012;  0.008;  0.016
  9500;  4.00;-4.0; -0.002; -0.008; -0.011; -0.009;  0.038;  0.001;  0.010;  0.009;  0.015
  9500;  4.50;-4.0;  0.002;  0.025; -0.007;  0.002;  0.046;  0.009;  0.011;  0.011;  0.014
  9500;  5.00;-4.0; -0.020;  0.064; -0.001;  0.018;  0.060;  0.019;  0.015;  0.014;  0.015
  9750;  2.00;-4.0; -0.221; -0.053;  0.000;  0.004;  0.016;  0.004;  0.020;  0.004;  0.016
  9750;  2.50;-4.0; -0.158; -0.063; -0.010; -0.014;  0.000; -0.005;  0.015;  0.000;  0.009
  9750;  3.00;-4.0; -0.104; -0.059; -0.014; -0.023; -0.007; -0.009;  0.009; -0.001;  0.006
  9750;  3.50;-4.0; -0.059; -0.044; -0.016; -0.026; -0.011; -0.010;  0.005; -0.002;  0.003
  9750;  4.00;-4.0; -0.026; -0.019; -0.016; -0.024; -0.011; -0.007;  0.002; -0.001;  0.002
  9750;  4.50;-4.0; -0.013;  0.013; -0.014; -0.016; -0.008; -0.002;  0.002;  0.000;  0.001
  9750;  5.00;-4.0; -0.026;  0.050; -0.010; -0.003;  0.001;  0.006;  0.004;  0.002;  0.001
 10000;  2.00;-4.0; -0.264; -0.057;  0.001;  0.004; -0.013;  0.002;  0.014; -0.004;  0.004
 10000;  2.50;-4.0; -0.201; -0.069; -0.009; -0.015; -0.029; -0.007;  0.008; -0.008; -0.003
 10000;  3.00;-4.0; -0.148; -0.066; -0.014; -0.026; -0.038; -0.011;  0.002; -0.010; -0.006
 10000;  3.50;-4.0; -0.102; -0.054; -0.017; -0.030; -0.043; -0.013; -0.002; -0.011; -0.009
 10000;  4.00;-4.0; -0.066; -0.031; -0.018; -0.030; -0.046; -0.012; -0.005; -0.011; -0.011
 10000;  4.50;-4.0; -0.047; -0.001; -0.017; -0.025; -0.046; -0.008; -0.007; -0.011; -0.012
 10000;  5.00;-4.0; -0.052;  0.035; -0.014; -0.015; -0.041; -0.001; -0.005; -0.009; -0.013
 10500;  2.00;-4.0; -0.343; -0.067;  0.002;  0.002; -0.060;  0.000;  0.004; -0.019; -0.016
 10500;  2.50;-4.0; -0.279; -0.081; -0.009; -0.018; -0.078; -0.009; -0.002; -0.024; -0.023
 10500;  3.00;-4.0; -0.228; -0.081; -0.015; -0.029; -0.087; -0.014; -0.007; -0.026; -0.027
 10500;  3.50;-4.0; -0.184; -0.072; -0.018; -0.035; -0.094; -0.016; -0.011; -0.027; -0.030
 10500;  4.00;-4.0; -0.147; -0.054; -0.020; -0.037; -0.099; -0.017; -0.015; -0.027; -0.032
 10500;  4.50;-4.0; -0.121; -0.029; -0.021; -0.036; -0.103; -0.015; -0.017; -0.027; -0.034
 10500;  5.00;-4.0; -0.114;  0.005; -0.021; -0.031; -0.104; -0.010; -0.017; -0.027; -0.035
 11000;  2.50;-4.0; -0.345; -0.094; -0.011; -0.024; -0.137; -0.013; -0.013; -0.041; -0.047
 11000;  3.00;-4.0; -0.295; -0.096; -0.017; -0.035; -0.147; -0.018; -0.017; -0.043; -0.051
 11000;  3.50;-4.0; -0.254; -0.089; -0.021; -0.042; -0.154; -0.021; -0.022; -0.044; -0.053
 11000;  4.00;-4.0; -0.218; -0.074; -0.024; -0.045; -0.160; -0.022; -0.025; -0.045; -0.055
 11000;  4.50;-4.0; -0.189; -0.053; -0.025; -0.046; -0.166; -0.021; -0.028; -0.045; -0.057
 11000;  5.00;-4.0; -0.174; -0.023; -0.026; -0.044; -0.170; -0.018; -0.029; -0.045; -0.059
 11500;  2.50;-4.0; -0.424; -0.115; -0.015; -0.035; -0.211; -0.020; -0.028; -0.061; -0.073
 11500;  3.00;-4.0; -0.375; -0.117; -0.021; -0.046; -0.220; -0.025; -0.032; -0.063; -0.077
 11500;  3.50;-4.0; -0.336; -0.112; -0.025; -0.053; -0.227; -0.027; -0.036; -0.064; -0.080
 11500;  4.00;-4.0; -0.302; -0.099; -0.028; -0.057; -0.234; -0.028; -0.039; -0.065; -0.082
 11500;  4.50;-4.0; -0.275; -0.080; -0.030; -0.058; -0.240; -0.028; -0.042; -0.066; -0.084
 11500;  5.00;-4.0; -0.257; -0.054; -0.032; -0.058; -0.246; -0.026; -0.043; -0.066; -0.085
 12000;  2.50;-4.0; -0.414; -0.104; -0.030; -0.060; -0.219; -0.030; -0.020; -0.052; -0.064
 12000;  3.00;-4.0; -0.365; -0.107; -0.036; -0.071; -0.228; -0.035; -0.024; -0.054; -0.068
 12000;  3.50;-4.0; -0.327; -0.102; -0.040; -0.078; -0.235; -0.038; -0.027; -0.055; -0.071
 12000;  4.00;-4.0; -0.295; -0.091; -0.043; -0.082; -0.241; -0.039; -0.030; -0.056; -0.073
 12000;  4.50;-4.0; -0.268; -0.075; -0.045; -0.084; -0.247; -0.039; -0.033; -0.057; -0.074
 12000;  5.00;-4.0; -0.250; -0.052; -0.047; -0.085; -0.254; -0.037; -0.034; -0.057; -0.076
 12500;  2.50;-4.0; -0.455; -0.112; -0.035; -0.071; -0.255; -0.036; -0.025; -0.061; -0.076
 12500;  3.00;-4.0; -0.406; -0.116; -0.041; -0.082; -0.264; -0.041; -0.029; -0.062; -0.080
 12500;  3.50;-4.0; -0.368; -0.111; -0.045; -0.088; -0.271; -0.044; -0.032; -0.064; -0.082
 12500;  4.00;-4.0; -0.338; -0.102; -0.047; -0.092; -0.277; -0.045; -0.035; -0.065; -0.084
 12500;  4.50;-4.0; -0.313; -0.087; -0.050; -0.095; -0.283; -0.045; -0.037; -0.065; -0.086
 12500;  5.00;-4.0; -0.296; -0.067; -0.052; -0.096; -0.289; -0.044; -0.038; -0.066; -0.087
 13000;  2.50;-4.0; -0.493; -0.120; -0.039; -0.081; -0.289; -0.042; -0.029; -0.069; -0.087
 13000;  3.00;-4.0; -0.444; -0.124; -0.045; -0.092; -0.298; -0.047; -0.033; -0.070; -0.091
 13000;  3.50;-4.0; -0.407; -0.120; -0.049; -0.098; -0.304; -0.049; -0.036; -0.072; -0.093
 13000;  4.00;-4.0; -0.378; -0.111; -0.052; -0.102; -0.310; -0.051; -0.039; -0.072; -0.095
 13000;  4.50;-4.0; -0.355; -0.097; -0.054; -0.105; -0.315; -0.051; -0.041; -0.073; -0.097
 13000;  5.00;-4.0; -0.338; -0.079; -0.056; -0.106; -0.322; -0.050; -0.042; -0.073; -0.098
 14000;  2.00;-4.0; -0.643; -0.114; -0.034; -0.076; -0.329; -0.042; -0.033; -0.078; -0.101
 14000;  2.50;-4.0; -0.563; -0.135; -0.047; -0.100; -0.352; -0.053; -0.038; -0.083; -0.108
 14000;  3.00;-4.0; -0.513; -0.140; -0.053; -0.111; -0.359; -0.058; -0.042; -0.085; -0.112
 14000;  3.50;-4.0; -0.476; -0.137; -0.057; -0.117; -0.365; -0.060; -0.044; -0.086; -0.113
 14000;  4.00;-4.0; -0.449; -0.128; -0.060; -0.121; -0.370; -0.061; -0.047; -0.087; -0.115
 14000;  4.50;-4.0; -0.428; -0.116; -0.062; -0.123; -0.375; -0.061; -0.049; -0.087; -0.116
